State,Census_Year,Census_Source,Census_Dataset,Census_Table,Population_Universe,Geography_Type,Geography_ID,Geography_Name,Population_18Plus,Hispanic_Latino_18Plus,Not_Hispanic_18Plus,Not_Hispanic_White_18Plus,Not_Hispanic_Black_18Plus,Not_Hispanic_AIAN_18Plus,Not_Hispanic_Asian_18Plus,Not_Hispanic_NHPI_18Plus,Not_Hispanic_Other_Race_18Plus,Not_Hispanic_TwoPlus_Races_18Plus
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869548,Splendora city,1208,230,978,899,11,7,11,0,4,46
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869560,Spofford city,34,22,12,9,0,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869608,Spring Branch city,156,27,129,106,1,0,6,0,6,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869596,Spring CDP,45764,15986,29778,15485,10710,113,1590,142,254,1484
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869708,Spring Gardens CDP,352,333,19,16,0,1,0,0,1,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869830,Spring Valley Village city,3027,271,2756,2352,18,8,280,0,22,76
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869764,Springlake town,96,35,61,57,1,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869800,Springtown city,2210,226,1984,1831,16,25,8,0,2,102
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869848,Spur city,660,228,432,392,15,0,1,0,1,23
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864172,St. Hedwig town,1807,382,1425,1317,33,2,8,1,0,64
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864184,St. Jo city,640,60,580,538,3,3,0,0,1,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864244,St. Paul CDP,468,312,156,141,1,6,2,0,1,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864220,St. Paul town,738,92,646,577,8,3,17,0,4,37
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869908,Stafford city,13709,3660,10049,2447,3953,16,3222,17,83,311
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869932,Stagecoach town,443,39,404,384,2,1,0,2,2,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869980,Stamford city,2175,698,1477,1230,181,9,4,1,5,47
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870040,Stanton city,1881,969,912,833,46,8,5,0,5,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870052,Staples city,164,68,96,89,0,0,5,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870076,Star Harbor city,424,12,412,395,0,0,4,0,0,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870154,Steiner Ranch CDP,11345,1296,10049,7701,274,34,1526,1,66,447
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870208,Stephenville city,17225,3177,14048,12093,1039,81,210,6,26,593
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870232,Sterling City city,816,293,523,496,3,2,1,2,1,18
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870340,Stinnett city,1219,148,1071,977,3,19,3,0,2,67
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870376,Stockdale city,1014,505,509,464,13,2,5,0,3,22
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870406,Stockton Bend city,341,21,320,307,0,2,4,0,0,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870460,Stonewall CDP,383,111,272,261,4,2,1,0,2,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870520,Stowell CDP,1232,336,896,614,236,1,1,0,10,34
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870544,Stratford city,1341,656,685,636,5,4,1,0,2,37
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870580,Strawn city,437,137,300,286,2,1,0,0,1,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870604,Streetman town,186,9,177,148,15,1,0,0,1,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870688,Study Butte CDP,157,68,89,81,0,0,0,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870772,Sudan city,666,278,388,359,15,1,0,0,3,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870808,Sugar Land city,85471,9547,75924,34360,5993,107,32876,23,392,2173
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870868,Sullivan City city,2731,2689,42,26,2,10,0,0,4,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870904,Sulphur Springs city,12051,1969,10082,8003,1464,68,113,4,28,402
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4870940,Summerfield CDP,28,7,21,16,1,1,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871356,Sun Valley city,52,12,40,36,0,0,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871060,Sundown city,894,413,481,454,10,3,0,0,4,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871156,Sunnyvale town,5745,596,5149,2927,563,19,1478,9,27,126
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871180,Sunray city,1200,522,678,635,5,9,3,0,0,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871228,Sunrise Beach Village city,696,25,671,624,3,3,1,0,5,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871236,Sunrise Shores CDP,494,22,472,429,4,1,4,0,0,34
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871289,Sunset Acres CDP,3,3,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871264,Sunset CDP (Montague County),445,34,411,391,3,4,0,0,0,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871274,Sunset CDP (Starr County),24,23,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871324,Sunset Valley city,527,97,430,351,7,0,46,0,5,21
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871384,Surfside Beach city,581,47,534,479,8,3,9,0,7,28
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871492,Sweeny city,2658,462,2196,1658,426,9,18,0,6,79
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871540,Sweetwater city,7847,2952,4895,4157,420,16,70,2,17,213
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871636,Sylvester CDP,42,7,35,35,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871696,Taft Southwest CDP,989,932,57,45,6,0,0,0,4,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871684,Taft city,2085,1569,516,451,33,2,1,0,4,25
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871708,Tahoka city,1699,773,926,801,69,12,8,2,6,28
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871732,Talco city,353,90,263,177,63,3,0,0,0,20
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871756,Talty town,1813,316,1497,1207,208,10,11,0,4,57
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871820,Tanquecitos South Acres CDP,157,152,5,4,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871824,Tanquecitos South Acres II CDP,46,45,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871924,Tatum city,919,199,720,533,138,2,4,0,0,43
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871960,Taylor Lake Village city,2928,267,2661,2384,75,7,97,1,4,93
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871966,Taylor Landing city,217,20,197,169,11,0,4,0,0,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4871948,Taylor city,12356,4733,7623,5975,1145,35,95,0,33,340
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872020,Teague city,2494,494,2000,1493,440,4,1,5,2,55
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872080,Tehuacana town,186,13,173,165,8,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872176,Temple city,61612,14038,47574,34166,9004,214,1637,111,231,2211
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872188,Tenaha town,676,195,481,217,245,0,0,0,1,18
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872248,Terlingua CDP,71,9,62,59,0,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872296,Terrell Hills city,3733,578,3155,2949,30,6,70,1,15,84
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872284,Terrell city,12842,3371,9471,5533,3392,53,112,3,30,348
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872368,Texarkana city,27198,2015,25183,13857,9584,139,573,20,96,914
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872392,Texas City city,39058,10966,28092,15610,10551,133,553,32,155,1058
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872464,Texhoma city,192,57,135,130,0,0,0,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872476,Texline town,321,140,181,175,0,0,0,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872530,The Colony city,35263,7217,28046,19869,3260,140,3173,25,144,1435
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872578,The Hills village,2082,129,1953,1758,31,8,62,0,7,87
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872581,The Homesteads CDP,2809,1713,1096,973,16,15,11,0,13,68
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872656,The Woodlands CDP,84570,13973,70597,57759,2764,165,6573,54,405,2877
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872740,Thompsons town,125,16,109,48,52,0,6,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872758,Thompsonville CDP,24,17,7,6,0,1,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872776,Thorndale city,972,198,774,677,55,5,6,0,3,28
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872788,Thornton town,310,28,282,255,13,2,3,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872800,Thorntonville town,414,197,217,205,4,2,0,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872824,Thrall city,596,166,430,371,45,1,1,0,3,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872872,Three Rivers city,1125,626,499,454,3,6,2,0,11,23
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872896,Throckmorton town,573,56,517,498,0,1,1,0,0,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872902,Thunderbird Bay CDP,658,33,625,590,2,3,1,0,3,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872948,Tierra Bonita CDP,124,120,4,3,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872950,Tierra Dorada CDP,22,21,1,0,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872952,Tierra Grande CDP,223,182,41,40,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872954,Tierra Verde CDP,218,206,12,10,0,1,0,0,1,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872989,Tiki Island village,1038,68,970,906,4,6,27,0,1,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4872992,Tilden CDP,157,91,66,58,0,1,1,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873030,Timbercreek Canyon village,368,27,341,319,5,1,2,0,0,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873057,Timberwood Park CDP,25349,8224,17125,13367,1232,81,1429,33,111,872
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873076,Timpson city,719,76,643,373,230,3,5,0,3,29
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873112,Tioga town,838,116,722,649,10,10,1,0,0,52
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873124,Tira town,248,12,236,220,5,2,0,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873148,Tivoli CDP,317,225,92,82,7,0,1,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873196,Toco city,68,6,62,11,46,0,0,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873224,Todd Mission city,94,22,72,70,0,0,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873268,Tolar city,645,40,605,567,5,5,4,0,2,22
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873328,Tom Bean city,680,39,641,585,11,12,5,0,0,28
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873316,Tomball city,9668,1742,7926,6825,603,26,139,11,40,282
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873352,Tool city,1834,111,1723,1587,12,13,22,4,1,84
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873376,Tornillo CDP,1053,1028,25,22,0,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873424,Tow CDP,203,6,197,189,0,0,0,0,1,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873496,Toyah town,50,27,23,23,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873526,Tradewinds CDP,129,99,30,29,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873562,Travis Ranch CDP,4691,939,3752,2089,1183,20,262,12,11,175
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873580,Trent town,228,19,209,192,2,2,0,0,3,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873592,Trenton city,552,84,468,426,15,3,0,0,1,23
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873652,Trinidad city,660,61,599,473,87,4,4,1,0,30
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873664,Trinity city,1736,307,1429,910,466,3,8,0,4,38
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873710,Trophy Club town,9842,754,9088,7873,254,49,565,5,21,321
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873724,Troup city,1443,175,1268,961,257,2,9,0,1,38
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873748,Troy city,1612,311,1301,1159,48,7,6,0,4,77
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873856,Tuleta CDP,177,67,110,102,0,0,0,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873868,Tulia city,3383,1629,1754,1358,301,10,5,0,8,72
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873904,Tulsita CDP,25,2,23,22,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873928,Tunis CDP,71,6,65,5,58,0,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4873964,Turkey city,256,68,188,177,2,0,0,0,1,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4874048,Tuscola city,599,59,540,513,1,5,1,0,2,18
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4874132,Tye city,900,178,722,650,21,3,6,0,3,39
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4874144,Tyler city,82341,15908,66433,43048,18292,203,2289,27,245,2329
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4874168,Tynan CDP,185,150,35,34,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4874216,Uhland city,1082,783,299,245,17,6,4,0,0,27
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4874228,Umbarger CDP,89,11,78,70,0,1,0,0,0,7
